max_R,min_certificate,worst_start,fail_windows,R_median,R_q90,R_q99,R_q999,model,trial,seed
98.67231741115694,-78.4,854789,18616,-0.9276825888430693,8.338984077823596,26.938984077823598,53.138984077823594,independent_square,39,17628866059880776415
170.3389840778236,-150.06666666666666,912749,19340,-1.0610159221764022,7.805650744490263,25.405650744490263,51.00565074449027,independent_square,40,5059968125754596135
61.07231741115693,-40.8,203617,20354,-0.8610159221764029,8.27231741115693,25.405650744490263,48.138984077823594,independent_square,41,637132605493534720
99.60565074449026,-79.33333333333333,350579,16944,-0.9943492555097357,7.472317411156929,25.205650744490264,82.60565074449026,independent_square,42,12973709305259501376
100.5389840778236,-80.26666666666667,793289,23930,-0.8610159221764029,8.405650744490263,35.07231741115693,57.338984077823596,independent_square,43,1184192299766106552
170.07231741115694,-149.8,913538,20857,-0.9943492555097357,8.138984077823597,26.872317411156928,82.80565074449026,independent_square,44,5434204389300068256
96.20565074449027,-75.93333333333334,873013,18031,-0.8610159221764029,8.07231741115693,25.338984077823596,50.07231741115693,independent_square,45,16675887738678317120
177.3389840778236,-157.06666666666666,899664,25797,-1.0610159221764022,8.338984077823596,35.27231741115693,92.20565074449027,independent_square,46,9448706360005846900
98.27231741115693,-78.0,337077,15259,-0.9943492555097357,7.67231741115693,23.338984077823596,56.07231741115693,independent_square,47,2188698242705343234
118.47231741115694,-98.2,994113,20325,-0.8610159221764029,8.205650744490264,26.605650744490262,87.00565074449027,independent_square,48,13891719119126417770
58.87231741115693,-38.6,894152,15134,-0.8610159221764029,7.87231741115693,23.205650744490264,46.20565074449026,independent_square,49,14043372116071084988
92.27231741115693,-72.0,490912,21445,-0.8610159221764029,8.005650744490262,27.27231741115693,53.672317411156925,independent_square,50,12432315021664848872
95.7389840778236,-75.46666666666667,832460,17595,-1.194349255509735,7.67231741115693,25.005650744490264,51.738984077823595,independent_square,51,293218661746381214
100.3389840778236,-80.06666666666666,568997,13575,-0.8610159221764029,7.67231741115693,22.538984077823596,88.27231741115693,independent_square,52,7556136525381486202
138.60565074449025,-118.33333333333333,193175,18433,-0.8610159221764029,7.87231741115693,26.27231741115693,81.93898407782359,independent_square,53,10950230522394557060
169.80565074449026,-149.53333333333333,663437,18729,-0.9276825888430693,7.87231741115693,24.338984077823596,89.67231741115694,independent_square,54,5468053190198812478
98.27231741115693,-78.0,333783,20709,-0.9943492555097357,8.138984077823597,27.938984077823598,59.338984077823596,independent_square,55,3536529973622693616
103.47231741115694,-83.2,714975,18464,-0.9943492555097357,7.738984077823597,26.138984077823597,89.27231741115693,independent_square,56,15220359163025915617
288.1389840778236,-267.8666666666667,788522,18313,-0.9276825888430693,7.938984077823596,25.138984077823597,80.00565074449027,independent_square,57,16226745568922276408
102.47231741115694,-82.2,621284,19727,-0.6610159221764036,8.405650744490263,24.872317411156928,54.40565074449026,independent_square,58,15876391416045312888
62.00565074449027,-41.733333333333334,820862,20449,-0.7943492555097365,8.338984077823596,26.205650744490264,52.472317411156936,independent_square,59,10482482685356821710
164.80565074449026,-144.53333333333333,71637,18609,-0.9276825888430693,8.27231741115693,25.47231741115693,88.20565074449027,independent_square,60,16929935884758396718
97.20565074449027,-76.93333333333334,614709,20914,-0.9276825888430693,7.738984077823597,26.338984077823596,55.93898407782359,independent_square,61,8320278773582600603
97.5389840778236,-77.26666666666667,587390,21832,-0.9943492555097357,7.938984077823596,26.205650744490264,83.89838407781993,independent_square,62,2584583942805075345
106.40565074449027,-86.13333333333334,518444,18901,-0.8610159221764029,7.938984077823596,24.338984077823596,64.60565074449026,independent_square,63,3402490964352922804
173.5389840778236,-153.26666666666668,237185,23088,-0.8610159221764029,8.338984077823596,29.338984077823596,89.67231741115694,independent_square,64,10734882889121815513
95.5389840778236,-75.26666666666667,925221,18854,-0.8610159221764029,8.138984077823597,26.27231741115693,58.22871741113495,independent_square,65,6055785774254144567
285.8723174111569,-265.6,665075,18010,-0.9276825888430693,8.005650744490262,26.005650744490264,164.7389840778236,independent_square,66,9672105876578051133
104.87231741115693,-84.6,433153,16641,-1.194349255509735,7.605650744490264,24.138984077823597,53.672317411156925,independent_square,67,10733501782915983881
101.67231741115694,-81.4,97349,21590,-0.9943492555097357,7.805650744490263,27.005650744490264,90.83171741115326,independent_square,68,6181574077228609181
180.00565074449025,-159.73333333333332,213872,15537,-0.9276825888430693,7.87231741115693,23.605650744490262,50.20565074449026,independent_square,69,10236555234450929913
71.60565074449026,-51.333333333333336,936054,16087,-0.9276825888430693,7.938984077823596,23.47231741115693,47.738984077823595,independent_square,70,4313037227833728590
65.47231741115694,-45.2,841919,16153,-0.9943492555097357,7.805650744490263,23.938984077823598,53.07231741115693,independent_square,71,342183982186129667
104.47231741115694,-84.2,645629,19025,-1.1276825888430686,8.07231741115693,24.872317411156928,60.498384077819935,independent_square,72,15568465314337253201
115.60565074449026,-95.33333333333333,498075,19178,-0.9943492555097357,7.805650744490263,26.872317411156928,90.20565074449027,independent_square,73,10042557594146017130
104.87231741115693,-84.6,767781,17534,-0.9276825888430693,8.005650744490262,26.138984077823597,90.40565074449027,independent_square,74,4877169916391024896
119.20565074449027,-98.93333333333334,893320,21085,-0.7943492555097365,8.47231741115693,28.338984077823596,94.20565074449027,independent_square,75,5407317260509235826
102.1389840778236,-81.86666666666666,917563,18239,-0.8610159221764029,8.138984077823597,24.938984077823598,88.87231741115693,independent_square,76,15318745980094274562
96.20565074449027,-75.93333333333334,452333,23554,-0.8610159221764029,8.205650744490264,27.605650744490262,52.138984077823594,independent_square,77,11362243006856914334
