n,K,event,old_best_r,new_best_r,best_ratio,best_margin,exact_holes,max_depth
106132,5,best_r_change,2,3,0.931540597244,7265.73333333,9238,8
106133,5,best_r_change,3,2,0.932132324536,7203,9134,8
106143,5,best_r_change,2,3,0.932503635033,7164.26666667,9136,8
106144,5,best_r_change,3,2,0.931828459451,7236,9161,8
106150,5,best_r_change,2,3,0.931971738106,7221.2,9211,8
106151,5,best_r_change,3,2,0.932426449115,7173,9078,8
106153,5,best_r_change,2,3,0.932077284674,7210.2,9180,8
106154,5,best_r_change,3,2,0.931420389246,7280,9241,8
106161,5,best_r_change,2,3,0.931915989236,7227.86666667,9200,8
106162,5,best_r_change,3,2,0.931849437652,7235,9142,7
106178,5,best_r_change,2,3,0.932504536407,7166.53333333,9136,8
106179,5,best_r_change,3,2,0.931398864182,7284,9247,8
106181,5,best_r_change,2,3,0.93359954543,7050.46666667,9022,8
106182,5,best_r_change,3,2,0.932060047842,7214,9132,8
106185,5,best_r_change,2,3,0.932173094128,7202.2,9164,8
106186,5,best_r_change,3,2,0.93182717119,7239,9158,7
106187,5,best_r_change,2,3,0.931896245931,7231.73333333,9207,8
106188,5,best_r_change,3,2,0.931206916036,7305,9227,7
106189,5,best_r_change,2,3,0.931333126156,7291.66666667,9259,8
106190,5,best_r_change,3,2,0.932649025332,7152,9072,8
106193,5,best_r_change,2,3,0.93070478594,7358.66666667,9333,8
106194,5,best_r_change,3,2,0.931917057461,7230,9182,8
106206,5,best_r_change,2,3,0.931366715,7289.26666667,9255,8
106207,5,best_r_change,3,2,0.931416949919,7284,9211,8
106210,5,best_r_change,2,3,0.932005147036,7221.73333333,9201,8
106211,5,best_r_change,3,2,0.931400702375,7286,9197,8
106216,5,best_r_change,2,3,0.932300218423,7190.8,9175,8
106217,5,best_r_change,3,2,0.932449607878,7175,9100,8
106227,5,best_r_change,2,3,0.932828753518,7135.4,9118,8
106228,5,best_r_change,3,2,0.931741160523,7251,9165,8
106239,5,best_r_change,2,3,0.932701424775,7149.73333333,9120,8
106241,5,best_r_change,3,2,0.93170245009,7256,9213,8
106243,5,best_r_change,2,3,0.932534535609,7167.73333333,9139,8
106244,5,best_r_change,3,2,0.931290237566,7300,9236,8
106246,5,best_r_change,2,3,0.931838688829,7241.86666667,9213,8
106247,5,best_r_change,3,2,0.93187572355,7238,9158,8
106250,5,best_r_change,2,3,0.932688313725,7151.86666667,9120,8
106251,5,best_r_change,3,2,0.931774759767,7249,9206,8
106257,5,best_r_change,2,3,0.931044542948,7327,9299,8
106258,5,best_r_change,3,2,0.93158162209,7270,9195,8
106260,5,best_r_change,2,3,0.93203651421,7221.8,9210,8
106261,5,best_r_change,3,2,0.930858922841,7347,9247,7
106267,5,best_r_change,2,3,0.932803222073,7140.8,9127,8
106268,5,best_r_change,3,2,0.931889185832,7238,9185,8
106282,5,best_r_change,2,3,0.933105637204,7109.66666667,9095,8
106283,5,best_r_change,3,2,0.93173884817,7255,9194,8
106294,5,best_r_change,2,3,0.931542075125,7276.66666667,9257,8
106295,5,best_r_change,3,2,0.932226351192,7204,9136,8
106299,5,best_r_change,2,3,0.932842892846,7138.73333333,9121,8
106300,5,best_r_change,3,2,0.93272812794,7151,9108,8
106307,5,best_r_change,2,3,0.932627202348,7162.2,9139,8
106308,5,best_r_change,3,2,0.93149151522,7283,9233,7
106309,5,best_r_change,2,3,0.932703722168,7154.2,9133,8
106310,5,best_r_change,3,2,0.932433449346,7183,9122,8
106327,5,best_r_change,2,3,0.932740194557,7151.53333333,9120,8
106328,5,best_r_change,3,2,0.931363328568,7298,9266,8
106330,5,best_r_change,2,3,0.93271262422,7154.66666667,9127,8
106331,5,best_r_change,3,2,0.931252409927,7310,9229,8
106334,5,best_r_change,2,3,0.932754653576,7150.46666667,9129,8
106335,5,best_r_change,3,2,0.931847463206,7247,9213,8
106350,5,best_r_change,2,3,0.932115969284,7219.46666667,9200,8
106351,5,best_r_change,3,2,0.931998758827,7232,9213,8
106354,5,best_r_change,2,3,0.932480834446,7180.93333333,9162,8
106355,5,best_r_change,3,2,0.932038926238,7228,9154,8
106368,5,best_r_change,2,3,0.933621640594,7060.53333333,9043,8
106369,5,best_r_change,3,2,0.932254698267,7206,9150,8
106370,5,best_r_change,2,3,0.931145373069,7324.06666667,9293,8
106371,5,best_r_change,3,2,0.93214315932,7218,9147,8
106376,5,best_r_change,2,3,0.932489784663,7181.46666667,9155,8
106377,5,best_r_change,3,2,0.931357342283,7302,9261,8
106383,5,best_r_change,2,3,0.932342573531,7197.6,9163,8
106384,5,best_r_change,3,2,0.931925853512,7242,9196,8
106386,5,best_r_change,2,3,0.932261763766,7206.4,9178,8
106387,5,best_r_change,3,2,0.931260398357,7313,9265,8
106388,5,best_r_change,2,3,0.93148036746,7289.66666667,9275,8
106389,5,best_r_change,3,2,0.932192237919,7214,9140,8
106392,5,best_r_change,2,3,0.933085820989,7119.13333333,9084,8
106393,5,best_r_change,3,2,0.931452257197,7293,9246,8
106395,5,best_r_change,2,3,0.932775663017,7152.33333333,9142,8
106396,5,best_r_change,3,2,0.93137899921,7301,9244,8
106407,5,best_r_change,2,3,0.932374749781,7195.8,9182,8
106408,5,best_r_change,3,2,0.931537102473,7285,9225,8
106412,5,best_r_change,2,3,0.931535917002,7285.4,9258,8
106413,5,best_r_change,3,2,0.931944405289,7242,9211,8
106421,5,best_r_change,2,3,0.9320484992,7231.46666667,9205,8
106422,5,best_r_change,3,2,0.932279040048,7207,9150,8
106450,5,best_r_change,2,3,0.932956943792,7136.73333333,9125,8
106451,5,best_r_change,3,2,0.932137791096,7224,9119,8
106454,5,best_r_change,2,3,0.932838596953,7149.6,9133,8
106455,5,best_r_change,3,2,0.93234700108,7202,9165,8
106461,5,best_r_change,2,3,0.932064637128,7232.46666667,9199,8
106463,5,best_r_change,3,2,0.931318861952,7312,9209,7
106467,5,best_r_change,2,3,0.932366523586,7200.73333333,9178,8
106468,5,best_r_change,3,2,0.931181199985,7327,9268,8
106473,5,best_r_change,2,3,0.932101096053,7229.4,9209,8
106474,5,best_r_change,3,2,0.93145744501,7298,9228,8
106478,5,best_r_change,2,3,0.932781106582,7157.33333333,9141,8
106479,5,best_r_change,3,2,0.930446379098,7406,9333,8
106481,5,best_r_change,2,3,0.932183832483,7221.13333333,9191,8
106482,5,best_r_change,3,2,0.931913375031,7250,9189,8
106486,5,best_r_change,2,3,0.932714785668,7164.93333333,9142,8
106487,5,best_r_change,3,2,0.931907181158,7251,9196,8
106499,5,best_r_change,2,3,0.932192790543,7221.4,9197,8
106500,5,best_r_change,3,2,0.931849765258,7258,9232,8
106503,5,best_r_change,2,3,0.932213490074,7219.46666667,9205,8
106504,5,best_r_change,3,2,0.932058889807,7236,9210,8
106513,5,best_r_change,2,3,0.932667999837,7171.73333333,9142,8
106514,5,best_r_change,3,2,0.932497136527,7190,9148,8
106522,5,best_r_change,2,3,0.932241227164,7217.8,9202,8
106523,5,best_r_change,3,2,0.931385710128,7309,9241,8
106526,5,best_r_change,2,3,0.932081056894,7235.13333333,9208,8
106527,5,best_r_change,3,2,0.932120495273,7231,9177,8
106528,5,best_r_change,2,3,0.932566711725,7183.53333333,9153,8
106529,5,best_r_change,3,2,0.931746285049,7271,9249,8
106532,5,best_r_change,2,3,0.933487277688,7085.73333333,9080,8
106533,5,best_r_change,3,2,0.932161865338,7227,9172,8
106542,5,best_r_change,2,3,0.932586835864,7182.33333333,9173,8
106543,5,best_r_change,3,2,0.931314117305,7318,9277,8
106550,5,best_r_change,2,3,0.931575786016,7290.6,9262,8
106551,5,best_r_change,3,2,0.931807303545,7266,9228,8
106568,5,best_r_change,2,3,0.932106573581,7235.26666667,9221,8
106569,5,best_r_change,3,2,0.931856355976,7262,9211,8
106571,5,best_r_change,2,3,0.931774435197,7270.86666667,9257,8
106572,5,best_r_change,3,2,0.931651841009,7284,9207,7
106573,5,best_r_change,2,3,0.932851660364,7156.2,9145,8
106574,5,best_r_change,3,2,0.931155816616,7337,9271,8
106575,5,best_r_change,2,3,0.932766596294,7165.4,9136,8
106576,5,best_r_change,3,2,0.932649001651,7178,9144,8
106587,5,best_r_change,2,3,0.932989326403,7142.46666667,9121,8
106588,5,best_r_change,3,2,0.931418170901,7310,9256,8
106593,5,best_r_change,2,3,0.932779826067,7165.2,9158,8
106594,5,best_r_change,3,2,0.931787905511,7271,9237,8
106608,5,best_r_change,2,3,0.931901295713,7259.86666667,9245,8
106609,5,best_r_change,3,2,0.931675562101,7284,9261,7
106620,5,best_r_change,2,3,0.933444632027,7096.13333333,9076,8
106621,5,best_r_change,3,2,0.931608219769,7292,9266,8
106623,5,best_r_change,2,3,0.932680566107,7177.8,9168,8
106624,5,best_r_change,3,2,0.932369822929,7211,9127,8
106626,5,best_r_change,2,3,0.93191341699,7259.8,9258,8
106627,5,best_r_change,3,2,0.930242809045,7438,9368,8
106635,5,best_r_change,2,3,0.931152685954,7341.53333333,9323,8
106636,5,best_r_change,3,2,0.932555609738,7192,9158,8
106642,5,best_r_change,2,3,0.931898001413,7262.53333333,9252,8
106643,5,best_r_change,3,2,0.931012818469,7357,9285,8
106644,5,best_r_change,2,3,0.931709238213,7282.8,9265,8
106645,5,best_r_change,3,2,0.931867410568,7266,9201,8
106646,5,best_r_change,2,3,0.933103288762,7134.26666667,9111,8
106647,5,best_r_change,3,2,0.932121859968,7239,9208,8
106653,5,best_r_change,2,3,0.932691376083,7178.66666667,9148,8
106654,5,best_r_change,3,2,0.932070058319,7245,9188,8
106660,5,best_r_change,2,3,0.93278767423,7168.86666667,9151,8
106661,5,best_r_change,3,2,0.93221514893,7230,9194,8
106672,5,best_r_change,2,3,0.93282460877,7165.73333333,9157,8
106673,5,best_r_change,3,2,0.932700870886,7179,9131,8
106675,5,best_r_change,2,3,0.932489649246,7201.66666667,9178,8
106676,5,best_r_change,3,2,0.930931043534,7368,9274,8
106677,5,best_r_change,2,3,0.931356024885,7322.73333333,9303,8
106678,5,best_r_change,3,2,0.932957123306,7152,9124,8
106683,5,best_r_change,2,3,0.931977290977,7256.86666667,9237,8
106684,5,best_r_change,3,2,0.932773424319,7172,9103,8
106686,5,best_r_change,2,3,0.931284329715,7331,9324,8
106687,5,best_r_change,3,2,0.931819246956,7274,9243,8
106690,5,best_r_change,2,3,0.932307307776,7222.13333333,9200,8
106691,5,best_r_change,3,2,0.9316624645,7291,9217,7
106695,5,best_r_change,2,3,0.93229985785,7223.26666667,9222,8
106696,5,best_r_change,3,2,0.930765914374,7387,9354,8
106701,5,best_r_change,2,3,0.932623561791,7189.13333333,9187,8
106702,5,best_r_change,3,2,0.930938501621,7369,9320,8
106705,5,best_r_change,2,3,0.931587085891,7300,9294,8
106706,5,best_r_change,3,2,0.933002830206,7149,9092,8
106710,5,best_r_change,2,3,0.93132977228,7327.8,9323,8
106711,5,best_r_change,3,2,0.931506592572,7309,9258,8
106735,5,best_r_change,2,3,0.931467028935,7314.86666667,9313,8
106736,5,best_r_change,3,2,0.933405786239,7108,9072,8
106737,5,best_r_change,2,3,0.932120383122,7245.26666667,9241,8
106738,5,best_r_change,3,2,0.93152391838,7309,9264,8
106739,5,best_r_change,2,3,0.932326516081,7223.4,9204,8
106740,5,best_r_change,3,2,0.932134157767,7244,9181,8
106741,5,best_r_change,2,3,0.930847565603,7381.4,9370,8
106743,5,best_r_change,3,2,0.933044789822,7147,9115,8
106747,5,best_r_change,2,3,0.932948623068,7157.53333333,9147,8
106748,5,best_r_change,3,2,0.932139243827,7244,9206,8
106753,5,best_r_change,2,3,0.932666373154,7188.06666667,9173,8
106754,5,best_r_change,3,2,0.931590385372,7303,9254,8
106765,5,best_r_change,2,3,0.93197333708,7262.86666667,9251,8
106766,5,best_r_change,3,2,0.931485678961,7315,9258,8
106772,5,best_r_change,2,3,0.932240662346,7234.8,9233,8
106773,5,best_r_change,3,2,0.93186479728,7275,9220,8
106779,5,best_r_change,2,3,0.932600355251,7196.86666667,9187,8
106780,5,best_r_change,3,2,0.931953549354,7266,9199,8
106782,5,best_r_change,2,3,0.930506389966,7420.66666667,9407,8
106783,5,best_r_change,3,2,0.932301958177,7229,9173,8
106788,5,best_r_change,2,3,0.931975502865,7264.2,9243,8
106790,5,best_r_change,3,2,0.931482348535,7317,9241,7
106800,5,best_r_change,2,3,0.932025593009,7259.66666667,9239,8
106802,5,best_r_change,3,2,0.932613621468,7197,9157,8
106810,5,best_r_change,2,3,0.933248447399,7129.73333333,9114,8
106812,5,best_r_change,3,2,0.93217990488,7244,9191,8
106813,5,best_r_change,2,3,0.932126239315,7249.8,9231,8
106815,5,best_r_change,3,2,0.932200533633,7242,9182,8
106821,5,best_r_change,2,3,0.93092556707,7378.6,9356,8
106822,5,best_r_change,3,2,0.931755630863,7290,9227,8
106823,5,best_r_change,2,3,0.931753149291,7290.33333333,9282,8
106825,5,best_r_change,3,2,0.932272408144,7235,9182,8
106827,5,best_r_change,2,3,0.931997216684,7264.53333333,9246,8
106828,5,best_r_change,3,2,0.932854682293,7173,9082,8
106830,5,best_r_change,2,3,0.932436581485,7217.8,9195,8
106831,5,best_r_change,3,2,0.931714577229,7295,9236,7
106833,5,best_r_change,2,3,0.931411954483,7327.46666667,9301,8
106834,5,best_r_change,3,2,0.932362356553,7226,9169,8
106835,5,best_r_change,2,3,0.933194177938,7137.2,9118,8
106836,5,best_r_change,3,2,0.930837919802,7389,9356,8
106839,5,best_r_change,2,3,0.931886920195,7277.13333333,9276,8
106840,5,best_r_change,3,2,0.931935604642,7272,9217,8
106842,5,best_r_change,2,3,0.931648602609,7302.8,9291,8
106843,5,best_r_change,3,2,0.932208942093,7243,9181,8
106848,5,best_r_change,2,3,0.931110237596,7360.73333333,9363,8
106849,5,best_r_change,3,2,0.931070950594,7365,9318,8
106850,5,best_r_change,2,3,0.932858524411,7174.06666667,9170,8
106852,5,best_r_change,3,2,0.931596975255,7309,9246,8
106854,5,best_r_change,2,3,0.932307634717,7233.2,9203,8
106855,5,best_r_change,3,2,0.931963876281,7270,9197,8
106858,5,best_r_change,2,3,0.932253395472,7239.26666667,9227,8
106859,5,best_r_change,3,2,0.932958384413,7164,9131,8
106860,5,best_r_change,2,3,0.9322977104,7234.66666667,9219,8
106861,5,best_r_change,3,2,0.931406219294,7330,9251,8
106863,5,best_r_change,2,3,0.932017006198,7264.86666667,9242,8
106864,5,best_r_change,3,2,0.933298397964,7128,9115,8
106866,5,best_r_change,2,3,0.930904746755,7383.93333333,9359,8
106867,5,best_r_change,3,2,0.932504889255,7213,9167,8
106869,5,best_r_change,2,3,0.931524888727,7317.86666667,9315,8
106870,5,best_r_change,3,2,0.932927856274,7168,9141,8
106873,5,best_r_change,2,3,0.933165532922,7142.8,9124,8
106874,5,best_r_change,3,2,0.932350244213,7230,9211,7
106875,5,best_r_change,2,3,0.931800701754,7288.8,9270,8
106876,5,best_r_change,3,2,0.931724615442,7297,9266,8
106879,5,best_r_change,2,3,0.932039658555,7263.53333333,9259,7
106880,5,best_r_change,3,2,0.932120134731,7255,9209,8
106891,5,best_r_change,2,3,0.932398424563,7226,9201,8
106892,5,best_r_change,3,2,0.933287804513,7131,9108,8
106899,5,best_r_change,2,3,0.932954782864,7167.06666667,9165,8
106900,5,best_r_change,3,2,0.931206735267,7354,9321,8
106901,5,best_r_change,2,3,0.931971949124,7272.26666667,9260,8
106902,5,best_r_change,3,2,0.932302482648,7237,9206,8
106904,5,best_r_change,2,3,0.932180897503,7250.13333333,9226,8
106905,5,best_r_change,3,2,0.932107946307,7258,9237,8
106906,5,best_r_change,2,3,0.932918015203,7171.46666667,9160,8
106907,5,best_r_change,3,2,0.931267363222,7348,9269,8
106909,5,best_r_change,2,3,0.931462583443,7327.26666667,9307,8
106910,5,best_r_change,3,2,0.931353474885,7339,9302,8
106911,5,best_r_change,2,3,0.933040254667,7158.73333333,9132,8
106912,5,best_r_change,3,2,0.931990796169,7271,9244,8
106914,5,best_r_change,2,3,0.932353729789,7232.33333333,9229,8
106915,5,best_r_change,3,2,0.932591310854,7207,9143,8
106920,5,best_r_change,2,3,0.932153011597,7254.2,9244,8
106921,5,best_r_change,3,2,0.9318749357,7284,9245,8
106923,5,best_r_change,2,3,0.932164891246,7253.13333333,9235,8
106924,5,best_r_change,3,2,0.932363173843,7232,9175,8
106927,5,best_r_change,2,3,0.931686727082,7304.53333333,9283,8
106928,5,best_r_change,3,2,0.93213190184,7257,9213,8
106935,5,best_r_change,2,3,0.932141331962,7256.46666667,9241,8
106936,5,best_r_change,3,2,0.931585247251,7316,9250,8
106939,5,best_r_change,2,3,0.932938092433,7171.53333333,9154,8
106940,5,best_r_change,3,2,0.931438189639,7332,9324,8
106945,5,best_r_change,2,3,0.932461233968,7222.93333333,9219,8
106946,5,best_r_change,3,2,0.931853458755,7288,9249,7
106959,5,best_r_change,2,3,0.930926803729,7388,9369,8
106960,5,best_r_change,3,2,0.932470082274,7223,9183,8
106972,5,best_r_change,2,3,0.93169863765,7306.33333333,9305,8
106973,5,best_r_change,3,2,0.931683695886,7308,9279,8
106977,5,best_r_change,2,3,0.932510726605,7219.8,9210,8
106978,5,best_r_change,3,2,0.93228514274,7244,9192,8
106983,5,best_r_change,2,3,0.932474006774,7224.13333333,9211,8
106984,5,best_r_change,3,2,0.932391759515,7233,9193,8
106988,5,best_r_change,2,3,0.932747597861,7195.2,9186,8
106990,5,best_r_change,3,2,0.931143097486,7367,9282,8
106991,5,best_r_change,2,3,0.932336364741,7239.4,9233,8
106992,5,best_r_change,3,2,0.931751906685,7302,9249,8
106995,5,best_r_change,2,3,0.931787466704,7298.4,9285,8
106996,5,best_r_change,3,2,0.932203073012,7254,9231,8
107002,5,best_r_change,2,3,0.932681632119,7203.2,9186,8
107003,5,best_r_change,3,2,0.931310337093,7350,9302,8
107011,5,best_r_change,2,3,0.931736612747,7304.93333333,9304,7
107012,5,best_r_change,3,2,0.931559077487,7324,9241,8
107013,5,best_r_change,2,3,0.931939733179,7283.33333333,9270,8
107014,5,best_r_change,3,2,0.932392023474,7235,9217,8
107016,5,best_r_change,2,3,0.931866885949,7291.33333333,9288,7
107017,5,best_r_change,3,2,0.932749002495,7197,9135,8
107019,5,best_r_change,2,3,0.932349707373,7239.86666667,9239,8
107020,5,best_r_change,3,2,0.933283498412,7140,9112,8
107022,5,best_r_change,2,3,0.932176561828,7258.6,9262,8
107024,5,best_r_change,3,2,0.93219277919,7257,9199,7
107036,5,best_r_change,2,3,0.93188023967,7291.26666667,9291,8
107037,5,best_r_change,3,2,0.932406551006,7235,9223,8
107040,5,best_r_change,2,3,0.932589063279,7215.66666667,9207,8
107041,5,best_r_change,3,2,0.932539867901,7221,9193,8
107044,5,best_r_change,2,3,0.931360312893,7347.46666667,9334,8
107045,5,best_r_change,3,2,0.932682516699,7206,9130,8
107047,5,best_r_change,2,3,0.932101475676,7268.33333333,9249,8
107048,5,best_r_change,3,2,0.93077871609,7410,9370,8
107054,5,best_r_change,2,3,0.932759791009,7198.33333333,9182,8
107055,5,best_r_change,3,2,0.932501984961,7226,9211,8
107058,5,best_r_change,2,3,0.931715518691,7310.4,9299,8
107059,5,best_r_change,3,2,0.933074286141,7165,9103,8
107060,5,best_r_change,2,3,0.933564979139,7112.53333333,9096,8
107061,5,best_r_change,3,2,0.931702487367,7312,9286,8
107062,5,best_r_change,2,3,0.9319086137,7290,9284,8
107063,5,best_r_change,3,2,0.931890569104,7292,9231,8
107064,5,best_r_change,2,3,0.93198709806,7281.73333333,9271,8
107065,5,best_r_change,3,2,0.932274786345,7251,9214,8
107067,5,best_r_change,2,3,0.932045666109,7275.66666667,9269,8
107069,5,best_r_change,3,2,0.931604852945,7323,9255,8
107073,5,best_r_change,2,3,0.931840270968,7298.06666667,9288,8
107074,5,best_r_change,3,2,0.931822851486,7300,9246,8
107082,5,best_r_change,2,3,0.931954950412,7286.4,9283,8
107084,5,best_r_change,3,2,0.932109372082,7270,9237,8
107086,5,best_r_change,2,3,0.932678408009,7209.2,9201,8
107087,5,best_r_change,3,2,0.932708918916,7206,9161,8
107094,5,best_r_change,2,3,0.932141856687,7267.2,9261,8
107096,5,best_r_change,3,2,0.931883543736,7295,9231,8
107097,5,best_r_change,2,3,0.932766246176,7200.53333333,9188,8
107098,5,best_r_change,3,2,0.932183607537,7263,9244,8
107100,5,best_r_change,2,3,0.931713663243,7313.46666667,9300,8
107101,5,best_r_change,3,2,0.932699041092,7208,9195,8
107105,5,best_r_change,2,3,0.932616279974,7217.13333333,9216,8
107106,5,best_r_change,3,2,0.931245681848,7364,9296,8
107107,5,best_r_change,2,3,0.931098185304,7379.86666667,9364,8
107108,5,best_r_change,3,2,0.93137767487,7350,9313,8
107112,5,best_r_change,2,3,0.931895585929,7294.8,9293,8
107113,5,best_r_change,3,2,0.931166151634,7373,9330,8
107114,5,best_r_change,2,3,0.932745174923,7203.93333333,9201,8
107115,5,best_r_change,3,2,0.932269056621,7255,9221,8
